0.140439 52.176069
0.139140 52.173872
0.122894 52.190247
0.089545 52.210133
0.145974 52.220832
0.089626 52.210066
0.104091 52.210631
0.117139 52.215979
0.136257 52.213974
0.128347 52.218106
0.140493 52.174674
0.165614 52.186256
0.114118 52.218326
0.127297 52.200313
0.130190 52.198232
0.119482 52.222345
0.145926 52.222330
0.121439 52.192419
0.160771 52.207946
0.165050 52.212061
0.140192 52.217334
0.129328 52.203513
0.116311 52.215890
0.105251 52.208196
0.109891 52.174097
0.106279 52.195934
0.111959 52.200664
0.129844 52.199216
0.148938 52.194858
0.135577 52.197990
0.114387 52.201843
0.111407 52.195015
0.139306 52.209907
0.090397 52.220509
0.134430 52.204787
0.120435 52.230966
0.127097 52.198642
0.153249 52.193097
0.119735 52.210114
0.111956 52.195123
0.126608 52.219713
0.129690 52.232572
0.126300 52.198274
0.148082 52.223174
0.121560 52.224173
0.114436 52.219335
0.161994 52.208508
0.177635 52.190528
0.108875 52.222372
0.144648 52.186368
0.154755 52.181347
0.162577 52.183444
0.153293 52.201407
0.169361 52.190780
0.106814 52.203787
0.119077 52.182123
0.122737 52.189206
0.106209 52.209840
0.121785 52.192144
0.125214 52.197404
